359,Wood Green,11,0,0,0,0,0,358,360,0,0,0,0,0,0,0
360,Turnpike Lane,11,0,0,0,0,0,359,361,0,0,0,0,0,0,0
361,Manor House,11,0,0,0,0,0,360,362,0,0,0,0,0,0,0
362,Finsbury Park,11,13,0,0,0,0,361,363,280,326,0,0,0,0,0
363,Arsenal,11,0,0,0,0,0,362,364,0,0,0,0,0,0,0
364,Holloway Road,11,0,0,0,0,0,363,365,0,0,0,0,0,0,0
365,Caledonian Road,11,0,0,0,0,0,364,84,0,0,0,0,0,0,0
366,Russell Square,11,0,0,0,0,0,84,44,0,0,0,0,0,0,0
367,Covent Garden,11,0,0,0,0,0,44,230,0,0,0,0,0,0,0
368,Hyde Park Corner,11,0,0,0,0,0,198,369,0,0,0,0,0,0,0
369,Knightsbridge,11,0,0,0,0,0,368,99,0,0,0,0,0,0,0
370,South Ealing,11,0,0,0,0,0,104,371,0,0,0,0,0,0,0
371,Northfields,11,0,0,0,0,0,370,372,0,0,0,0,0,0,0
372,Boston Manor,11,0,0,0,0,0,371,373,0,0,0,0,0,0,0
373,Hounslow East,11,0,0,0,0,0,372,374,0,0,0,0,0,0,0
374,Hounslow Central,11,0,0,0,0,0,373,375,0,0,0,0,0,0,0
375,Hounslow West,11,0,0,0,0,0,374,376,0,0,0,0,0,0,0
376,Hatton Cross,11,0,0,0,0,0,375,377,0,0,0,0,0,0,0
377,Heathrow Terminals 1 2 3,11,12,0,0,0,0,376,378,0,0,0,0,0,0,0
378,Heathrow Terminal 5,11,12,0,0,0,0,377,0,0,0,0,0,0,0,0
379,North Ealing,11,0,0,0,0,0,103,380,0,0,0,0,0,0,0
380,Park Royal,11,0,0,0,0,0,379,381,0,0,0,0,0,0,0
381,Alperton,11,0,0,0,0,0,380,382,0,0,0,0,0,0,0
382,Sudbury Town,11,0,0,0,0,0,381,383,0,0,0,0,0,0,0
383,Sudbury Hill,11,0,0,0,0,0,382,384,0,0,0,0,0,0,0
384,South Harrow,11,0,0,0,0,0,383,225,0,0,0,0,0,0,0
385,Acton Main Line,12,0,0,0,0,0,12,62,0,0,0,0,0,0,0
386,West Ealing,12,0,0,0,0,0,62,387,0,0,0,0,0,0,0
387,Hanwell,12,0,0,0,0,0,386,388,0,0,0,0,0,0,0
388,Southall,12,0,0,0,0,0,387,389,0,0,0,0,0,0,0
389,Hayes and Harlington,12,0,0,0,0,0,388,377,390,0,0,0,0,0,0
390,West Drayton,12,0,0,0,0,0,389,391,0,0,0,0,0,0,0
391,Iver,12,0,0,0,0,0,390,392,0,0,0,0,0,0,0
392,Langley (Berks),12,0,0,0,0,0,391,393,0,0,0,0,0,0,0
393,Slough,12,0,0,0,0,0,392,394,0,0,0,0,0,0,0
394,Burnham,12,0,0,0,0,0,393,395,0,0,0,0,0,0,0
395,Taplow,12,0,0,0,0,0,394,396,0,0,0,0,0,0,0
396,Maidenhead,12,0,0,0,0,0,395,397,0,0,0,0,0,0,0
397,Twyford,12,0,0,0,0,0,396,398,0,0,0,0,0,0,0
398,Reading,12,0,0,0,0,0,397,0,0,0,0,0,0,0,0
399,Shenfield,12,0,0,0,0,0,400,0,0,0,0,0,0,0,0
400,Brentwood,12,0,0,0,0,0,399,401,0,0,0,0,0,0,0
401,Harold Wood,12,0,0,0,0,0,400,402,0,0,0,0,0,0,0
402,Gidea Park,12,0,0,0,0,0,401,337,0,0,0,0,0,0,0
403,Chadwell Heath,12,0,0,0,0,0,337,404,0,0,0,0,0,0,0
404,Goodmayes,12,0,0,0,0,0,403,405,0,0,0,0,0,0,0
405,Seven Kings,12,0,0,0,0,0,404,406,0,0,0,0,0,0,0
406,Ilford,12,0,0,0,0,0,405,407,0,0,0,0,0,0,0
407,Manor Park,12,0,0,0,0,0,406,408,0,0,0,0,0,0,0
408,Forest Gate,12,0,0,0,0,0,407,409,0,0,0,0,0,0,0
409,Maryland,12,0,0,0,0,0,408,51,0,0,0,0,0,0,0
410,Brixton,13,0,0,0,0,0,263,0,0,0,0,0,0,0,0
411,Vauxhall,13,0,0,0,0,0,263,412,0,0,0,0,0,0,0
412,Pimlico,13,0,0,0,0,0,411,97,0,0,0,0,0,0,0
413,Tottenham Hale,13,0,0,0,0,0,326,274,0,0,0,0,0,0,0
